id,Time_Entered_Page,Time_Left_Page,bill_first_name,billing_last_name,billing_address_1,billing_address_2,billing_city,billing_state,billing_zip,billing_email,billing_confirm_email,billing_phone,ship_different_address,shipping_first_name,shipping_last_name,shipping_address_1,shipping_address_2,shipping_city,shipping_state,shipping_zip,account_username,account_password,add_delivery_note,product_size,product_quality,cart_subtotal,applied_coupon,sales_tax,order_total,add_coupon_click,coupon_code
4424,"Fri Apr 10 2015 16:07:30 ","Fri Apr 10 2015 16:07:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,"Fri Apr 10 2015 16:07:32 ","Fri Apr 10 2015 16:07:34 ",,,,,,,,,,,1,,,,,,,,,,,"20x22x1, ",Good,$11.96,,$0.99,$12.95,,
4426,"Fri Apr 10 2015 17:20:29 ","Fri Apr 10 2015 17:20:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,"Fri Apr 10 2015 17:20:35 ","Fri Apr 10 2015 17:22:53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,"Fri Apr 10 2015 17:22:55 ","Fri Apr 10 2015 17:22:58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,"Fri Apr 10 2015 17:22:59 ","Fri Apr 10 2015 17:23:07 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,"Fri Apr 10 2015 17:23:08 ","Fri Apr 10 2015 17:23:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,"Fri Apr 10 2015 17:23:19 ","Fri Apr 10 2015 17:23:46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,"Fri Apr 10 2015 17:23:47 ","Fri Apr 10 2015 17:23:47 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,"Fri Apr 10 2015 17:23:48 ","Fri Apr 10 2015 17:23:49 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,"Fri Apr 10 2015 17:23:50 ","Fri Apr 10 2015 17:23:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,"Fri Apr 10 2015 17:23:53 ","Fri Apr 10 2015 17:23:53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,"Fri Apr 10 2015 17:23:54 ","Fri Apr 10 2015 17:23:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,"Fri Apr 10 2015 14:08:37 ","Fri Apr 10 2015 16:27:07 ",dasasdad,asda,asdad,asd,,,DASD,,,,1,,,,,,,DASD,,,,"10x30x1, 12x20x1, 14.75x18x1, ",Better,$42.75,,$2.26,$29.62,,
4438,"Fri Apr 10 2015 15:33:06 ","Fri Apr 10 2015 15:33:07 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,"Fri Apr 10 2015 15:33:08 ","Fri Apr 10 2015 15:33:09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,"Fri Apr 10 2015 15:33:10 ","Fri Apr 10 2015 15:33:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,"Fri Apr 10 2015 16:27:23 ","Fri Apr 10 2015 16:35:58 ",david,bruce,"6150 longmont",,houston,TX,77046,davidb@senterrallc.com,,7134884080,1,david,bruce,"6150 longmont",,houston,TX,77046,,,,"12x16x1, 12x30x1, 14.75x18x1, ",Best,$53.22,,$3.51,$46.09,,
4442,"Fri Apr 10 2015 16:36:31 ","Fri Apr 10 2015 16:38:28 ",david,bruce,"6150 longmont","TEST ACCOUNT",Houston,TX,77057,test@test.com,test@test.com,7134884080,1,,,,,,,,test@test.com,test@test.com,,"10x30x1, 12x24x1, 14x14x1, ",Good,$29.41,,$1.94,$25.47,,
4443,"Fri Apr 10 2015 15:07:06 ","Fri Apr 10 2015 16:55:17 ",candice,robinson,"11 gwp",,houswton,DE,77046,candice@ddo.com,candice@ddo.com,713-9658858,1,,,,,,,,candice@ddo.com,candice@ddo.com,,"12x12x1, 12x30x1, 14x18x1, ",Better,$35.06,,$2.31,$30.36,,
4444,"Fri Apr 10 15:50:34 MDT 2","Fri Apr 10 15:50:44 MDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,"Fri Apr 10 2015 16:55:17 ","Fri Apr 10 2015 16:55:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,"Fri Apr 10 2015 16:53:10 ","Fri Apr 10 2015 16:53:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,"Fri Apr 10 2015 16:53:18 ","Fri Apr 10 2015 16:53:47 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,"Fri Apr 10 2015 16:53:48 ","Fri Apr 10 2015 16:53:54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,"Fri Apr 10 2015 16:53:55 ","Fri Apr 10 2015 16:54:02 ",,,,,,,,,,,1,,,,,,,,,,,"18x28.5x1, ",Good,$15.14,,$1.25,$16.39,,
4450,"Fri Apr 10 2015 16:54:03 ","Fri Apr 10 2015 16:54:09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,"Fri Apr 10 2015 16:54:10 ","Fri Apr 10 2015 16:54:15 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,"Fri Apr 10 2015 16:54:17 ","Fri Apr 10 2015 16:54:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,"Fri Apr 10 2015 16:54:21 ","Fri Apr 10 2015 16:54:22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,"Fri Apr 10 2015 16:54:23 ","Fri Apr 10 2015 16:54:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,"Fri Apr 10 2015 17:04:43 ","Fri Apr 10 2015 17:04:44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,"Sat Apr 11 2015 00:09:27 ","Sat Apr 11 2015 00:09:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,"Fri Apr 10 2015 23:17:33 ","Fri Apr 10 2015 23:17:39 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,"Fri Apr 10 2015 17:37:47 ","Fri Apr 10 2015 17:37:53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,"Fri Apr 10 2015 17:44:21 ","Fri Apr 10 2015 17:44:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,"Fri Apr 10 2015 17:53:22 ","Fri Apr 10 2015 17:53:29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,"Fri Apr 10 2015 18:57:15 ","Fri Apr 10 2015 18:58:14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,"Fri Apr 10 2015 18:58:15 ","Fri Apr 10 2015 18:58:48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,"Fri Apr 10 2015 18:08:13 ","Fri Apr 10 2015 18:08:46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,"Fri Apr 10 2015 18:19:18 ","Fri Apr 10 2015 18:19:30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,"Fri Apr 10 2015 18:19:31 ","Fri Apr 10 2015 18:19:58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,"Fri Apr 10 2015 18:20:00 ","Fri Apr 10 2015 18:20:04 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,"Fri Apr 10 2015 18:20:05 ","Fri Apr 10 2015 18:20:06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,"Fri Apr 10 2015 18:20:07 ","Fri Apr 10 2015 18:20:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,"Sat Apr 11 2015 01:09:43 ","Sat Apr 11 2015 01:10:33 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,"Fri Apr 10 2015 20:30:22 ","Fri Apr 10 2015 20:30:29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,"Fri Apr 10 2015 20:26:21 ","Fri Apr 10 2015 20:26:23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,"Fri Apr 10 2015 20:27:53 ","Fri Apr 10 2015 20:28:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,"Sat Apr 11 2015 04:32:15 ","Sat Apr 11 2015 04:32:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,"Fri Apr 10 2015 19:35:25 ","Fri Apr 10 2015 19:35:41 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,"Fri Apr 10 2015 19:35:42 ","Fri Apr 10 2015 19:36:29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,"Fri Apr 10 2015 22:05:59 ","Fri Apr 10 2015 22:06:40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,"Fri Apr 10 2015 19:36:31 ","Fri Apr 10 2015 19:37:10 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,"Fri Apr 10 2015 19:37:12 ","Fri Apr 10 2015 19:37:30 ",,,,,,,,,,,1,,,,,,,,,,,"12x12x1, 20x20x1, ",Best,$25.25,,$2.08,$27.33,,
4479,"Fri Apr 10 2015 19:37:12 ","Fri Apr 10 2015 19:37:32 ",,,,,,,,,,,1,,,,,,,,,,,"12x12x1, 20x20x1, ",Best,$25.25,,$2.08,$27.33,,
4480,"Fri Apr 10 2015 19:37:33 ","Fri Apr 10 2015 19:37:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,"Fri Apr 10 2015 19:37:35 ","Fri Apr 10 2015 19:37:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,"Fri Apr 10 2015 20:19:59 ","Fri Apr 10 2015 20:20:04 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,"Fri Apr 10 2015 20:18:59 ","Fri Apr 10 2015 20:19:18 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,"Fri Apr 10 2015 20:19:19 ","Fri Apr 10 2015 20:22:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,"Fri Apr 10 2015 20:22:36 ","Fri Apr 10 2015 20:22:53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,"Fri Apr 10 2015 20:22:56 ","Fri Apr 10 2015 20:23:19 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x4, 19¾x19¾x3¾, ",Best,$53.26,,$4.39,$57.65,,
4487,"Fri Apr 10 2015 20:22:56 ","Fri Apr 10 2015 20:23:20 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x4, 19¾x19¾x3¾, ",Best,$53.26,,$4.39,$57.65,,
4488,"Fri Apr 10 2015 20:22:56 ","Fri Apr 10 2015 20:23:21 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x4, 19¾x19¾x3¾, ",Best,$53.26,,$4.39,$57.65,,
4489,"Fri Apr 10 2015 20:23:23 ","Fri Apr 10 2015 20:23:23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,"Fri Apr 10 2015 20:30:10 ","Fri Apr 10 2015 20:30:20 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,"Fri Apr 10 2015 20:43:08 ","Fri Apr 10 2015 20:43:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,"Fri Apr 10 2015 20:43:28 ","Fri Apr 10 2015 20:44:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,"Fri Apr 10 2015 20:44:54 ","Fri Apr 10 2015 20:45:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,"Fri Apr 10 2015 20:45:38 ","Fri Apr 10 2015 20:46:19 ",,,,,,,,,,,1,,,,,,,,,,,"12x24x1, 16x30x1, ",Good,$18.70,,$1.54,$20.24,,
4495,"Fri Apr 10 2015 20:46:21 ","Fri Apr 10 2015 20:46:23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,"Fri Apr 10 2015 20:46:23 ","Fri Apr 10 2015 20:47:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,"Fri Apr 10 2015 20:47:26 ","Fri Apr 10 2015 20:47:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,"Fri Apr 10 2015 20:47:38 ","Fri Apr 10 2015 20:48:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,"Fri Apr 10 2015 20:48:35 ","Fri Apr 10 2015 20:50:14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,"Fri Apr 10 2015 20:50:16 ","Fri Apr 10 2015 20:50:58 ",,,,,,,,,,,1,,,,,,,,,,,"12x24x1, 16x30x1, ",Good,$58.82,,$3.88,$50.94,,
4501,"Fri Apr 10 2015 20:51:00 ","Fri Apr 10 2015 20:51:05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502,"Fri Apr 10 2015 20:51:06 ","Fri Apr 10 2015 20:51:22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,"Fri Apr 10 2015 20:51:23 ","Fri Apr 10 2015 20:51:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,"Fri Apr 10 2015 21:13:29 ","Fri Apr 10 2015 21:13:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,"Fri Apr 10 2015 21:13:37 ","Fri Apr 10 2015 21:13:46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506,"Fri Apr 10 2015 21:13:48 ","Fri Apr 10 2015 21:13:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507,"Fri Apr 10 2015 21:13:54 ","Fri Apr 10 2015 21:15:04 ",sdfgdhosuton,candicer,11,hpoust,houston,TX,77046,canid@sso.com,canid@sso.com,wwrer,1,,,,,,,,canid@sso.com,canid@sso.com,,"14x18x1, 14x25x1, 14x30x1, ",Better,$35.12,,$2.32,$30.42,,
4508,"Fri Apr 10 2015 22:34:51 ","Fri Apr 10 2015 22:35:03 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509,"Fri Apr 10 2015 21:34:40 ","Fri Apr 10 2015 21:34:42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,"Fri Apr 10 2015 22:35:04 ","Fri Apr 10 2015 22:36:01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,"Fri Apr 10 2015 21:34:43 ","Fri Apr 10 2015 21:35:09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512,"Fri Apr 10 2015 22:36:02 ","Fri Apr 10 2015 22:36:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4513,"Fri Apr 10 2015 22:36:38 ","Fri Apr 10 2015 22:36:58 ",,,,,,,,,,,1,,,,,,,,,,,"22x22x1, ",Good,$32.13,,$2.12,$27.83,,
4514,"Fri Apr 10 2015 22:36:59 ","Fri Apr 10 2015 22:37:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,"Fri Apr 10 2015 21:53:01 ","Fri Apr 10 2015 21:54:17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516,"Fri Apr 10 2015 21:54:18 ","Fri Apr 10 2015 21:54:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,"Fri Apr 10 2015 22:38:31 ","Fri Apr 10 2015 22:38:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518,"Fri Apr 10 2015 22:47:53 ","Fri Apr 10 2015 22:47:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4519,"Fri Apr 10 2015 23:17:35 ","Fri Apr 10 2015 23:17:46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,"Fri Apr 10 2015 23:23:09 ","Fri Apr 10 2015 23:23:19 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Good,$25.80,,$1.70,$22.34,,
4521,"Sat Apr 11 2015 09:55:34 ","Sat Apr 11 2015 09:55:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522,"Sat Apr 11 2015 00:00:02 ","Sat Apr 11 2015 00:00:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4523,"Sat Apr 11 2015 11:02:09 ","Sat Apr 11 2015 11:02:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,"Sat Apr 11 2015 23:00:08 ","Sat Apr 11 2015 23:00:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525,"Sat Apr 11 2015 06:44:32 ","Sat Apr 11 2015 06:44:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,"Sat Apr 11 2015 06:51:23 ","Sat Apr 11 2015 06:51:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527,"Sat Apr 11 2015 06:51:33 ","Sat Apr 11 2015 06:53:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4528,"Sat Apr 11 2015 06:53:53 ","Sat Apr 11 2015 06:53:55 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,"Sat Apr 11 2015 15:03:16 ","Sat Apr 11 2015 15:03:21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4530,"Sat Apr 11 2015 08:06:01 ","Sat Apr 11 2015 08:06:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531,"Sat Apr 11 2015 08:15:43 ","Sat Apr 11 2015 08:15:51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4532,"Sat Apr 11 2015 09:09:32 ","Sat Apr 11 2015 09:09:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533,"Sat Apr 11 2015 09:09:37 ","Sat Apr 11 2015 09:12:41 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534,"Sat Apr 11 09:41:07 EDT 2","Sat Apr 11 09:41:13 EDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,"Sat Apr 11 2015 08:07:17 ","Sat Apr 11 2015 08:07:17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,"Sat Apr 11 2015 10:14:07 ","Sat Apr 11 2015 10:14:12 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4537,"Sat Apr 11 2015 10:14:14 ","Sat Apr 11 2015 10:14:28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,"Sat Apr 11 2015 10:14:30 ","Sat Apr 11 2015 10:14:48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,"Sat Apr 11 2015 10:14:50 ","Sat Apr 11 2015 10:15:12 ",,,,,,,,,,,1,,,,,,,,,,,"20x21x1, ",Good,$14.71,,$1.21,$15.92,,
4540,"Sat Apr 11 2015 10:07:28 ","Sat Apr 11 2015 10:07:43 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541,"Sat Apr 11 2015 17:08:07 ","Sat Apr 11 2015 17:08:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542,"Sat Apr 11 2015 10:07:45 ","Sat Apr 11 2015 10:08:44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543,"Sat Apr 11 2015 10:08:45 ","Sat Apr 11 2015 10:08:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,"Sat Apr 11 2015 10:08:54 ","Sat Apr 11 2015 10:09:05 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Good,$25.80,,$1.70,$22.34,,
4545,"Sat Apr 11 2015 10:12:25 ","Sat Apr 11 2015 10:12:32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546,"Sat Apr 11 2015 10:25:44 ","Sat Apr 11 2015 10:26:02 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547,"Sat Apr 11 2015 10:27:37 ","Sat Apr 11 2015 10:27:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548,"Sat Apr 11 2015 10:27:40 ","Sat Apr 11 2015 10:27:55 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,"Sat Apr 11 2015 10:27:56 ","Sat Apr 11 2015 10:29:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,"Sat Apr 11 2015 10:29:37 ","Sat Apr 11 2015 10:29:55 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551,"Sat Apr 11 2015 10:29:58 ","Sat Apr 11 2015 10:30:26 ",,,,,,,,,,,1,,,,,,,,,,,"18x24x1, ",Better,$65.94,,$4.35,$57.09,,
4552,"Sat Apr 11 2015 15:49:48 ","Sat Apr 11 2015 15:49:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,"Sat Apr 11 2015 11:01:53 ","Sat Apr 11 2015 11:02:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,"Sat Apr 11 2015 16:07:27 ","Sat Apr 11 2015 16:08:59 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,"Sat Apr 11 2015 11:22:30 ","Sat Apr 11 2015 11:22:43 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,"Sat Apr 11 2015 11:24:18 ","Sat Apr 11 2015 11:24:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,"Sat Apr 11 2015 11:24:28 ","Sat Apr 11 2015 11:24:30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,"Sat Apr 11 2015 11:28:00 ","Sat Apr 11 2015 11:28:02 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559,"Sat Apr 11 2015 11:28:03 ","Sat Apr 11 2015 11:28:12 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,"Sat Apr 11 2015 11:28:13 ","Sat Apr 11 2015 11:28:14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,"Sat Apr 11 2015 11:31:40 ","Sat Apr 11 2015 11:31:42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,"Sat Apr 11 2015 11:37:16 ","Sat Apr 11 2015 11:37:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,"Sat Apr 11 2015 11:47:00 ","Sat Apr 11 2015 11:47:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,"Sat Apr 11 2015 11:47:24 ","Sat Apr 11 2015 11:47:32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,"Sat Apr 11 2015 11:47:18 ","Sat Apr 11 2015 11:47:21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,"Sat Apr 11 2015 11:47:22 ","Sat Apr 11 2015 11:47:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,"Sat Apr 11 2015 11:47:27 ","Sat Apr 11 2015 11:47:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568,"Sat Apr 11 2015 11:47:32 ","Sat Apr 11 2015 11:47:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,"Sat Apr 11 2015 11:47:42 ","Sat Apr 11 2015 11:47:44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,"Sat Apr 11 2015 11:47:48 ","Sat Apr 11 2015 11:50:45 ",dasda,zdsad,sadad,asdasd,dasda,AR,77057,fs,,,1,,,,,,,,fs,fs,,"12x20x1, 12x36x1, 14x25x1, ",Better,$31.70,,$2.09,$27.46,,
4571,"Sat Apr 11 2015 11:47:48 ","Sat Apr 11 2015 11:50:47 ",dasda,zdsad,sadad,asdasd,dasda,AR,77057,fs,,,1,,,,,,,,fs,fs,,"12x20x1, 12x36x1, 14x25x1, ",Better,$31.70,,$2.09,$27.46,,
4572,"Sat Apr 11 2015 11:50:49 ","Sat Apr 11 2015 11:50:51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,"Sat Apr 11 2015 11:50:53 ","Sat Apr 11 2015 11:50:55 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,"Sat Apr 11 2015 11:50:58 ","Sat Apr 11 2015 11:50:59 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,"Sat Apr 11 2015 11:51:00 ","Sat Apr 11 2015 11:52:20 ",,,,,,AL,,,ASDSA,ASDA,1,,,,,,,,,,,"14.75x18x1, ",Better,$19.10,,$1.58,$20.68,,
4576,"Sat Apr 11 2015 11:52:23 ","Sat Apr 11 2015 11:52:33 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,"Sat Apr 11 2015 11:52:36 ","Sat Apr 11 2015 11:52:48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,"Sat Apr 11 2015 11:52:50 ","Sat Apr 11 2015 11:52:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,"Sat Apr 11 2015 13:20:42 ","Sat Apr 11 2015 13:20:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,"Sat Apr 11 2015 11:31:46 ","Sat Apr 11 2015 12:59:42 ",,,,,,,,,,,1,,,,,,,,,,,"12x20x1, ",Better,$9.37,,$0.77,$10.14,,
4581,"Sat Apr 11 11:03:00 PDT 2","Sat Apr 11 11:03:17 PDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,"Sat Apr 11 2015 11:43:26 ","Sat Apr 11 2015 11:43:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,"Sat Apr 11 2015 20:01:30 ","Sat Apr 11 2015 20:01:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,"Sat Apr 11 2015 22:06:18 ","Sat Apr 11 2015 22:06:28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585,"Sat Apr 11 2015 13:01:41 ","Sat Apr 11 2015 13:01:49 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,"Sat Apr 11 2015 15:58:12 ","Sat Apr 11 2015 16:02:22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,"Sat Apr 11 2015 16:02:23 ","Sat Apr 11 2015 16:04:00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588,"Sat Apr 11 2015 16:04:02 ","Sat Apr 11 2015 16:04:05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,"Sat Apr 11 2015 16:04:09 ","Sat Apr 11 2015 16:04:43 ",,,,,,,,,,,1,,,,,,,,v3rt3xadm1n,Spek$zEcha4!5rah2SWEvUGa,,"08x23x1, 10x30x1, 12x12x1, 12x16x1, 16x16x1, ",Best,$85.11,,$5.62,$73.70,,
4590,"Sat Apr 11 2015 16:04:45 ","Sat Apr 11 2015 16:04:50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,"Sat Apr 11 2015 23:06:59 ","Sat Apr 11 2015 23:07:00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,"Sat Apr 11 2015 23:07:06 ","Sat Apr 11 2015 23:07:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,"Sat Apr 11 2015 16:04:51 ","Sat Apr 11 2015 16:08:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,"Sat Apr 11 2015 16:08:40 ","Sat Apr 11 2015 16:08:44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,"Sat Apr 11 2015 16:08:46 ","Sat Apr 11 2015 16:13:02 ",,,,,,,,,,,1,,,,,,,,v3rt3xadm1n,Spek$zEcha4!5rah2SWEvUGa,,"12⅛x11⅜x1, 15x12¾x1⅛, 14⅝x13x2⅛, ",Best,$93.18,,$6.15,$80.70,,
